bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
BU16213353Prisma;0.06;0.73;0.12;0.10
BU16400001Heythuysen;0.01;0.96;0.01;0.03
BU16510202Rottum;0.01;0.93;0.06;0.00
BU16510203Stitswerd;0.03;0.95;0.02;0.00
BU16810609Drouwenermond;0.00;0.92;0.01;0.07
BU16400100Kern Heibloem;0.07;0.69;0.24;0.00
BU16400101Heibloem;0.02;0.87;0.04;0.08
BU16550102Stoof;0.01;0.84;0.05;0.10
BU16410000Maasbracht;0.11;0.61;0.24;0.04
BU16410001Brachterbeek;0.06;0.66;0.23;0.05
BU16400900Kern Kelpen-Oler;0.09;0.61;0.28;0.02
BU16400901Kelpen-Oler;0.02;0.86;0.01;0.11
BU16550109Oud Gastel;0.01;0.94;0.01;0.05
BU16410109Linnerveld en Weerd;0.00;0.57;0.05;0.38
BU16400200Kern Roggel;0.08;0.64;0.24;0.04
BU16400301Neer;0.00;0.93;0.00;0.07
BU17830607Wateringen Noord en Ambachtshof;0.28;0.33;0.37;0.03
BU16400400Kern Nunhem;0.07;0.75;0.18;0.00
BU16400401Nunhem;0.03;0.72;0.20;0.05
BU16510209Kantens;0.01;0.87;0.03;0.10
BU16410200Stevensweert waaronder Bilt;0.07;0.66;0.21;0.06
BU16400500Kern Haelen;0.07;0.69;0.20;0.05
BU16400600Kern Buggenum;0.14;0.72;0.15;0.00
BU16400601Buggenum;0.01;0.92;0.03;0.03
BU16400700Kern Horn;0.12;0.66;0.17;0.04
BU16400701Horn;0.01;0.91;0.01;0.07
BU16510308in de nieuwe polders;0.01;0.69;0.30;0.00
BU17830608Suydervelt;0.14;0.48;0.31;0.07
BU16400800Kern Baexem;0.07;0.66;0.24;0.04
BU16401000Kern Grathem;0.08;0.62;0.25;0.05
BU16401001Grathem;0.01;0.88;0.00;0.12
BU18940300Maasbree;0.09;0.65;0.23;0.03
BU16401100Kern Ell;0.09;0.66;0.23;0.02
BU16401101Ell;0.01;0.95;0.00;0.03
BU16630006Haven Lauwersoog;0.09;0.69;0.16;0.06
BU16630008Landelijk gebied Lauwersmeer;0.04;0.85;0.06;0.05
BU16401300Kern Hunsel;0.10;0.63;0.25;0.02
BU16401301Hunsel;0.00;0.97;0.00;0.03
BU16401400Kern Neeritter;0.07;0.62;0.30;0.01
BU16630101Leens;0.13;0.61;0.25;0.01
BU16810909Ees;0.02;0.86;0.07;0.05
BU16401500Kern Ittervoort;0.09;0.65;0.23;0.03
BU16401501Ittervoort;0.02;0.87;0.02;0.10
BU16410009Het Vonderen;0.04;0.81;0.07;0.08
BU16410100Linne;0.08;0.63;0.24;0.05
BU16550304Spui;0.10;0.52;0.34;0.04
BU16410301Ohé;0.06;0.74;0.18;0.02
BU16550305Albano;0.11;0.63;0.22;0.05
BU16410400Thorn;0.12;0.59;0.27;0.02
BU16810209Bronneger;0.00;0.96;0.00;0.04
BU16520108Verreheide;0.04;0.78;0.02;0.15
BU16410500Heel;0.11;0.60;0.26;0.03
BU16510309Overige verspreide huizen;0.01;0.89;0.07;0.02
BU16550302Pagnevaart;0.11;0.55;0.30;0.04
BU16410409Thorn;0.02;0.66;0.16;0.15
BU16810300Drouwen;0.04;0.89;0.02;0.06
BU16550303Velletri;0.07;0.64;0.26;0.03
BU16410509Heel;0.03;0.62;0.06;0.29
BU16550209Stampersgat;0.01;0.95;0.00;0.04
BU16811501Eerste Exloërmond;0.00;0.78;0.00;0.22
BU16410600Beegden;0.03;0.33;0.14;0.50
BU16550301Oudenbosch-Centrum;0.15;0.50;0.34;0.02
BU16741108Wouw in het Noorden;0.01;0.99;0.00;0.00
BU16410700Wessem;0.08;0.72;0.15;0.05
BU16510001Uithuizen;0.07;0.62;0.25;0.06
BU16670002De Voort en Achterste Heikant;0.04;0.84;0.05;0.07
BU16510009Overige verspreide huizen;0.02;0.77;0.09;0.13
BU16510100Uithuizermeeden;0.07;0.62;0.29;0.03
BU16520309Elsendorp;0.02;0.89;0.01;0.08
BU19000112Het Eiland;0.12;0.47;0.41;0.00
BU16520007Kampen-Esdonk;0.06;0.80;0.04;0.09
BU16520208Milschot-Tereyken;0.00;0.93;0.00;0.06
BU16520209Mortelse Peel;0.00;0.91;0.01;0.07
BU16520008Broekkant;0.02;0.86;0.01;0.11
BU16520009Rooije Hoef;0.02;0.92;0.03;0.04
BU16760600Nieuwerkerk;0.09;0.61;0.30;0.00
BU16740000Centrum-Oud;0.14;0.35;0.43;0.08
BU16520508Groote Peel;0.01;0.95;0.01;0.04
BU16630106Zuurdijk;0.13;0.65;0.15;0.07
BU16520509Milheeze;0.05;0.87;0.01;0.07
BU16520600De Rips;0.11;0.72;0.12;0.05
BU16520408Grotelse Heide en Esp;0.04;0.90;0.01;0.05
BU16550101Oud Gastel;0.09;0.63;0.25;0.03
BU19000003Bolsward-Zuidwest;0.09;0.75;0.14;0.02
BU16520409ten zuidwesten van Bakel;0.01;0.83;0.01;0.15
BU16520500Milheeze;0.09;0.65;0.20;0.06
BU16760401Schuddebeurs;0.01;0.80;0.10;0.09
BU16630203Kaakhorn;0.01;0.94;0.04;0.01
BU16760709Oosterland;0.00;0.95;0.03;0.02
BU16520609Rips;0.00;0.95;0.00;0.05
BU16630109Leens;0.03;0.89;0.02;0.06
BU16630200Eenrum;0.10;0.61;0.28;0.02
BU16550201Stampersgat;0.08;0.73;0.16;0.03
BU16740402Kroeven-Zuidwest;0.10;0.51;0.36;0.03
BU16550307Kuivezand en omgeving;0.02;0.91;0.00;0.07
BU16580200Leenderstrijp;0.03;0.83;0.05;0.09
BU16590001Donk;0.16;0.52;0.28;0.04
BU16741000Nispen;0.05;0.64;0.28;0.03
BU16550401Hoeven;0.08;0.64;0.24;0.04
BU16630202Westernieland;0.04;0.75;0.21;0.00
BU16550308ten noorden van Oudenbosch;0.01;0.91;0.01;0.07
BU16550309ten zuiden van Oudenbosch;0.00;0.91;0.00;0.09
BU16550402Achter 't Hof;0.01;0.87;0.05;0.08
BU16550403Kruisstraat;0.00;0.78;0.08;0.14
BU16550408ten zuiden van Hoeven;0.05;0.78;0.07;0.10
BU16550501Bosschenhoofd;0.08;0.61;0.24;0.07
BU16590003Bedrijventerrein Bemmer;0.10;0.85;0.01;0.04
BU16590009Beek en Donk;0.02;0.85;0.03;0.10
BU16630201Pieterburen;0.26;0.48;0.26;0.00
BU16550509Bosschenhoofd;0.03;0.82;0.01;0.14
BU16840410Beers kern;0.12;0.59;0.23;0.06
BU16580000Heeze;0.11;0.58;0.26;0.04
BU16580001Bedrijventerrein De Poortmannen;0.21;0.76;0.01;0.02
BU16580009Heeze;0.03;0.78;0.03;0.16
BU16580100Leende;0.08;0.65;0.22;0.04
BU16580101Villawijk Boschhoven;0.00;0.92;0.00;0.08
BU16580108Groote Heide;0.01;0.92;0.00;0.06
BU16580109Zevenhuizense Heide;0.01;0.80;0.00;0.19
BU18940400Baarlo;0.06;0.71;0.19;0.04
BU16580209Dijkse Heide;0.00;0.96;0.00;0.04
BU17000209Westerhaar-Vriezenveensewijk-West;0.07;0.85;0.02;0.06
BU16580300Sterksel;0.07;0.78;0.08;0.07
BU16760800Ouwerkerk;0.10;0.69;0.22;0.00
BU16760809Ouwerkerk;0.01;0.97;0.02;0.00
BU16590100Aarle-Rixtel;0.10;0.61;0.22;0.07
BU16760708Sirjansland;0.07;0.84;0.03;0.06
BU16630000Ulrum;0.07;0.63;0.30;0.01
BU16630001Zoutkamp;0.07;0.63;0.27;0.03
BU16580308ten zuiden van Sterksel;0.00;0.67;0.00;0.33
BU16590101Bedrijventerrein Torenakker;0.05;0.94;0.01;0.00
BU16590102Bedrijventerrein Duivenakker;0.19;0.61;0.09;0.10
BU16630100Wehe-Den Hoorn-West;0.08;0.66;0.21;0.04
BU16810907Eeserveen;0.02;0.95;0.02;0.00
BU16580309ten oosten van Sterksel;0.03;0.87;0.04;0.06
BU16590000Beek;0.13;0.54;0.29;0.05
BU19000102Stationsbuurt;0.17;0.53;0.22;0.08
BU16840118Linden kern;0.10;0.85;0.03;0.01
BU16811000Odoorn;0.05;0.78;0.10;0.06
BU16590108Laar en Strijp;0.01;0.91;0.00;0.08
BU16590109Heikant;0.05;0.82;0.04;0.09
BU16760004Kaaskenswater;0.05;0.61;0.25;0.09
BU16811500Tweede Exloërmond;0.09;0.61;0.15;0.16
BU16590209Lieshout;0.02;0.88;0.01;0.09
BU16590300Mariahout;0.15;0.55;0.26;0.04
BU16630208Oude Land;0.00;0.78;0.10;0.12
BU16630209in het Noorden;0.00;0.98;0.01;0.01
BU16760900Scharendijke;0.08;0.74;0.18;0.00
BU16590309Mariahout;0.01;0.91;0.01;0.06
BU16760200Zonnemaire;0.05;0.73;0.22;0.01
BU16760209Zonnemaire;0.00;0.89;0.04;0.07
BU16630009Ulrum;0.01;0.87;0.03;0.09
BU16690402Holst;0.00;0.99;0.01;0.00
BU16670109Hooge Mierde;0.00;0.92;0.01;0.07
BU16760909Scharendijke;0.02;0.85;0.01;0.11
BU16690604Vlodrop Station;0.02;0.85;0.13;0.00
BU19000111De Domp;0.06;0.62;0.23;0.09
BU16810008Westdorp;0.01;0.89;0.00;0.10
BU16670008Buitengebied ten noorden van Reusel;0.02;0.86;0.04;0.07
BU16670009Buitengebied ten zuiden van Reusel;0.00;0.93;0.01;0.05
BU16670100Hooge Mierde;0.07;0.72;0.16;0.05
BU16670209Lage Mierde;0.00;0.90;0.03;0.08
BU16670300Hulsel;0.09;0.75;0.14;0.01
BU16670309Hulsel;0.01;0.82;0.06;0.11
BU16740001Centrum-Nieuw;0.05;0.40;0.47;0.09
BU16690201Sint Odiliënberg;0.09;0.60;0.29;0.02
BU16690503Reewoude;0.08;0.91;0.01;0.00
BU16840612Cuijk buitengebied ten westen;0.05;0.87;0.00;0.08
BU16690202Lerop;0.03;0.97;0.00;0.00
BU16690603Rothenbach;0.02;0.87;0.05;0.06
BU16690203Reutje;0.02;0.83;0.15;0.00
BU16740301Herreweg;0.09;0.58;0.28;0.04
BU16740302Ettingen;0.07;0.57;0.35;0.01
BU16690204Paarlo;0.00;0.70;0.02;0.28
BU16690209Buitengebied Sint Odiliënberg;0.01;0.91;0.04;0.05
BU16690301Melick;0.06;0.62;0.29;0.03
BU16690309Buitengebied Melick;0.01;0.91;0.01;0.07
BU16690605MERU;0.00;1.00;0.00;0.00
BU16690609Buitengebied Vlodrop;0.04;0.88;0.02;0.06
BU16690401Posterholt;0.10;0.59;0.30;0.01
BU16690403Varst;0.06;0.90;0.05;0.00
BU16690404Borg;0.36;0.61;0.03;0.00
BU16740002Stationsbuurt;0.17;0.40;0.36;0.07
BU16740303Scherpdeel;0.13;0.48;0.38;0.01
BU16690501Herkenbosch;0.08;0.61;0.31;0.00
BU16690502Bedrijventerrein Stationsweg;0.10;0.88;0.01;0.00
BU16810109Buinen;0.00;0.89;0.03;0.08
BU16690601Vlodrop;0.10;0.62;0.27;0.01
BU16740401Kroeven-Noordoost;0.04;0.61;0.30;0.05
BU16810200Bronneger;0.00;1.00;0.00;0.00
BU16690602Etsberg;0.00;0.77;0.22;0.00
BU16740209Nieuwenberg;0.03;0.79;0.07;0.10
BU16740300Heerma van Vossstraat-Molenbeek;0.08;0.62;0.24;0.06
BU16740500Bovendonk;0.06;0.63;0.20;0.11
BU16740501Langdonk-West;0.06;0.58;0.34;0.02
BU16740309Vroenhout;0.07;0.82;0.02;0.09
BU16740400Kroeven-Noordwest;0.06;0.56;0.33;0.06
BU16740701Tolberg-Oost;0.13;0.58;0.21;0.07
BU19550002Zeddam;0.09;0.66;0.23;0.02
BU16740502Langdonk-Oost;0.08;0.55;0.29;0.08
BU16740509Vierhoeven;0.12;0.54;0.26;0.09
BU16740600Kortendijk A;0.10;0.57;0.27;0.06
BU16740601Kortendijk C;0.11;0.53;0.27;0.08
BU16740602Kortendijk L;0.12;0.45;0.31;0.11
BU16740603Landerije;0.12;0.64;0.13;0.11
BU16761000Kerkwerve;0.07;0.59;0.34;0.00
BU16740609Bakkersberg-Langendijk;0.05;0.74;0.09;0.13
BU16740700Hulsdonk;0.21;0.51;0.25;0.04
BU16740702Tolberg-Centrum;0.10;0.60;0.23;0.07
BU16740703Tolberg-West;0.12;0.56;0.28;0.04
BU16740709Haiink;0.01;0.92;0.01;0.07
BU16740800Borchwerf-Noord;0.10;0.77;0.04;0.09
BU16740802Majoppeveld-Noord;0.06;0.78;0.08;0.08
BU16740803Majoppeveld-Zuid;0.04;0.87;0.02;0.08
BU16740804Vijfhuizenberg;0.01;0.86;0.07;0.06
BU16741209Heerle;0.01;0.89;0.00;0.10
BU16741300Moerstraten;0.13;0.57;0.29;0.00
BU16800209Anloo;0.00;0.80;0.15;0.05
BU16900900Eursinge en Pesse;0.02;0.97;0.00;0.00
BU16741009Nispen;0.05;0.89;0.01;0.05
BU16741100Wouw;0.07;0.59;0.30;0.04
BU16901105Oosteinde-Buiten;0.00;0.83;0.00;0.17
BU16901109Ruinerwold-Buiten;0.00;0.93;0.01;0.07
BU16741309Moerstraten;0.00;0.92;0.00;0.08
BU16741400Wouwse Plantage;0.08;0.57;0.18;0.17
BU16760300Dreischor;0.06;0.60;0.34;0.00
BU16760400Noordgouwe;0.08;0.71;0.17;0.04
BU16901200Koekange;0.08;0.66;0.23;0.03
BU16901209Koekange;0.00;0.88;0.01;0.10
BU16741409Wouwse Plantage;0.00;0.84;0.01;0.14
BU16760700Oosterland;0.08;0.64;0.28;0.00
BU16760001Malta;0.10;0.57;0.28;0.05
BU16760409Noordgouwe en Schuddebeurs;0.00;0.87;0.06;0.06
BU16760500Bruinisse;0.08;0.58;0.33;0.01
BU16760501Recreatiegebied;0.11;0.78;0.04;0.06
BU16760509Bruinisse;0.01;0.86;0.08;0.05
BU16761109ten zuiden van Ellemeet;0.00;0.92;0.02;0.06
BU16800809Nieuw-Annerveen;0.00;0.64;0.22;0.14
BU16760000Zierikzee binnen de vesten;0.15;0.50;0.30;0.05
BU16760701Sirjansland;0.11;0.68;0.21;0.00
BU16800000Annen;0.09;0.75;0.12;0.04
BU16760002Poortambacht;0.16;0.51;0.31;0.03
BU16760003Zuidhoek;0.07;0.81;0.06;0.05
BU16800109Eext;0.01;0.84;0.10;0.05
BU16901100Ruinerwold;0.07;0.68;0.24;0.02
BU16760609Nieuwerkerk;0.02;0.91;0.03;0.04
BU16761200Haamstede;0.13;0.60;0.21;0.06
BU16800400Anderen;0.02;0.92;0.06;0.00
BU16950001Kortgene-Oost;0.10;0.78;0.12;0.00
BU16950009Kortgene;0.01;0.92;0.01;0.06
BU16761203Westenschouwen;0.19;0.61;0.15;0.05
BU16950100Colijnsplaat;0.13;0.62;0.23;0.02
BU16950109Colijnsplaat;0.00;0.93;0.01;0.06
BU16950200Kats;0.10;0.69;0.21;0.00
BU16950209Kats;0.00;0.96;0.01;0.03
BU16761301Oude Moolweg en Laone;0.14;0.66;0.14;0.06
BU16761302Hoogenboomlaan;0.05;0.79;0.12;0.04
BU16950300Kamperland;0.09;0.68;0.21;0.02
BU16950301Recreatiegebied Kamperland;0.06;0.84;0.04;0.06
BU16950309Kamperland;0.08;0.83;0.04;0.04
BU16950400Wissenkerke;0.12;0.55;0.33;0.00
BU16761409Noordwelle;0.04;0.85;0.05;0.06
BU16761500Serooskerke;0.08;0.69;0.23;0.00
BU16800300Gasteren;0.01;0.90;0.06;0.02
BU16950409Wissenkerke;0.00;0.91;0.02;0.07
BU16800009Annen;0.00;0.86;0.05;0.09
BU16800100Eext;0.04;0.83;0.08;0.06
BU16800409Anderen;0.00;0.87;0.08;0.05
BU16800800Nieuw-Annerveen;0.01;0.85;0.12;0.01
BU16800500Schipborg;0.02;0.90;0.01;0.08
BU16800609Eexterveen;0.00;1.00;0.00;0.00
BU16801109Annerveenschekanaal;0.00;0.86;0.03;0.11
BU16800309Gasteren;0.00;0.79;0.10;0.11
BU16800909Oud-Annerveen;0.00;1.00;0.00;0.00
BU16901309De Wijk;0.00;0.91;0.01;0.07
BU16801100Annerveenschekanaal;0.02;0.88;0.09;0.01
BU16801901Ballo;0.00;0.95;0.01;0.04
BU16801200Eexterveenschekanaal;0.02;0.89;0.09;0.00
BU16801209Eexterveenschekanaal;0.01;0.98;0.00;0.00
BU16950500Geersdijk;0.10;0.71;0.17;0.02
BU16801309Eexterzandvoort;0.00;0.84;0.16;0.00
BU16801400Gasselte;0.03;0.82;0.08;0.07
BU16801409Gasselte;0.02;0.88;0.03;0.07
BU16801500Gasselternijveen;0.05;0.75;0.15;0.05
BU16801600Gasselternijveenschemond;0.05;0.81;0.05;0.10
BU16801601Gasselterboerveenschemond;0.00;1.00;0.00;0.00
BU16810809Buinerveen;0.01;0.93;0.00;0.06
BU16801609Gasselternijveenschemond;0.00;0.96;0.00;0.04
BU16801700Gieten;0.07;0.71;0.20;0.03
BU19480431Veghel Zuid 2;0.10;0.59;0.31;0.01
BU16810009Borger;0.05;0.79;0.08;0.08
BU16810100Buinen;0.02;0.93;0.04;0.02
BU16801709Gieten;0.01;0.91;0.02;0.07
BU16801903Deurze;0.00;0.89;0.01;0.10
BU16811200Valthe;0.05;0.80;0.09;0.06
BU16801908Nooitgedacht;0.07;0.78;0.09;0.06
BU16801802Nieuwediep;0.01;0.88;0.08;0.02
BU16801809Gieterveen;0.00;0.91;0.04;0.04
BU16801900Rolde;0.06;0.75;0.14;0.06
BU16802109Ekehaar;0.01;0.84;0.09;0.07
BU16802009Grolloo;0.00;0.83;0.07;0.09
BU16802100Ekehaar;0.07;0.90;0.01;0.02
BU16810900Ees;0.07;0.85;0.03;0.05
BU16810309Drouwen;0.01;0.95;0.00;0.04
BU16810600Drouwenermond;0.02;0.75;0.01;0.21
BU16810409Bronnegerveen;0.00;0.99;0.00;0.01
BU16810901Eesergroen;0.00;0.93;0.00;0.06
BU16810700Nieuw-Buinen;0.10;0.67;0.15;0.08
BU16840611Cuijk industriegebied;0.24;0.60;0.07;0.09
BU16810709Nieuw-Buinen;0.00;0.87;0.02;0.10
BU16810800Buinerveen;0.04;0.86;0.09;0.01
BU16811009Odoorn;0.00;0.95;0.00;0.05
BU16811100Exloo;0.05;0.74;0.15;0.06
BU16811109Exloo;0.01;0.76;0.15;0.08
BU16811209Valthe;0.00;0.74;0.12;0.14
BU16811300Klijndijk;0.03;0.85;0.03;0.09
BU16811309Klijndijk;0.00;0.93;0.04;0.03
BU16811502Exloërveen;0.00;0.99;0.00;0.01
BU16811400Odoornerveen;0.00;0.99;0.00;0.00
BU16811409Odoornerveen;0.00;0.91;0.05;0.04
BU16811509Tweede Exloërmond;0.01;0.75;0.16;0.08
BU16811600Valthermond;0.06;0.73;0.11;0.10
BU16811601Zandberg;0.09;0.86;0.04;0.00
BU16811602Tweede Valthermond;0.00;0.96;0.00;0.04
BU16841404Sint Agatha kern;0.16;0.72;0.09;0.02
BU16840116Linden buitengebied;0.00;0.80;0.03;0.16
BU16840207Katwijk buitengebied;0.21;0.50;0.07;0.23
BU16840209Katwijk kern;0.07;0.68;0.08;0.17
BU16840217Katwijk havengebied;0.22;0.57;0.20;0.01
BU16840303Vianen kern;0.10;0.68;0.22;0.00
BU16850000Schaijk;0.10;0.67;0.17;0.05
BU16840315Vianen buitengebied;0.02;0.91;0.01;0.06
BU16840601Cuijk Padbroek;0.11;0.60;0.24;0.05
BU16840602Cuijk kern;0.18;0.48;0.30;0.04
BU16850202Oventje;0.05;0.80;0.04;0.11
BU16840613Cuijk Heeswijkse Kampen;0.13;0.56;0.23;0.08
BU16901101Haakswold;0.00;0.81;0.00;0.19
BU16901102Oosteinde;0.04;0.79;0.10;0.07
BU16840614Cuijk buitengebied ten zuid-westen;0.01;0.91;0.01;0.07
BU16840620Cuijk De Valuwe;0.15;0.47;0.35;0.03
BU16841105Haps kern;0.14;0.64;0.13;0.08
BU16841106Haps buitengebied;0.05;0.88;0.02;0.05
BU16841408Sint Agatha buitengebied;0.00;0.85;0.01;0.13
BU17210106Den Berg;0.03;0.71;0.24;0.03
BU16850007Schaijkse Heide;0.05;0.82;0.03;0.10
BU16850100Reek;0.07;0.70;0.16;0.07
BU16850008Mun;0.02;0.93;0.01;0.04
BU16850201Nabbegat-Voederheil;0.02;0.86;0.02;0.10
BU16850207Trent-Graspeel;0.00;0.93;0.01;0.07
BU16901103Berghuizen;0.02;0.93;0.05;0.00
BU16901104Weerwille;0.02;0.91;0.04;0.03
BU16900000Zuidwolde kern;0.10;0.66;0.21;0.03
BU16850209Duifhuis-Kreitsberg;0.00;0.85;0.01;0.13
BU16900802Ruinerweide;0.00;1.00;0.00;0.00
BU16850009Overige verspreide huizen;0.00;1.00;0.00;0.00
BU16850208Zevenhuis;0.03;0.88;0.05;0.04
BU16901202Koekange Zuid;0.00;0.75;0.00;0.25
BU16900600Veeningen;0.04;0.66;0.24;0.06
BU16901203Koekangerveld;0.02;0.85;0.10;0.03
BU16850109Reekse Heide en Bovenland;0.03;0.85;0.02;0.11
BU16850200Zeeland;0.09;0.63;0.25;0.02
BU16900803Leeuwte;0.00;0.70;0.00;0.30
BU16900804Hees;0.00;0.94;0.00;0.06
BU16850909Peel;0.00;0.94;0.00;0.05
BU16900109Alteveer;0.00;0.87;0.00;0.12
BU16900009Zuidwolde;0.00;0.90;0.02;0.08
BU16900100Alteveer;0.06;0.69;0.17;0.08
BU16900500Fort;0.02;0.95;0.02;0.02
BU16900509Fort;0.01;0.96;0.00;0.03
BU16900200Kerkenveld;0.05;0.79;0.11;0.05
BU16900209Kerkenveld;0.01;0.98;0.00;0.01
BU16900300Drogteropslagen;0.03;0.94;0.03;0.00
BU16900309Drogteropslagen;0.00;1.00;0.00;0.00
BU16900400Linde;0.08;0.76;0.13;0.03
BU16900409Linde;0.01;0.88;0.01;0.09
BU16900609Veeningen;0.02;0.90;0.02;0.06
BU16900700Echten;0.13;0.81;0.05;0.01
BU16900709Echten;0.02;0.81;0.07;0.10
BU16900800Ruinen;0.09;0.69;0.19;0.03
BU16900801Oldenhave;0.00;1.00;0.00;0.00
BU17000300Den Ham;0.15;0.60;0.21;0.05
BU16900909Pesse;0.00;0.88;0.07;0.05
BU16901000Ansen;0.00;0.96;0.01;0.02
BU16950000Kortgene-Dorp;0.12;0.61;0.23;0.04
BU16950509Geersdijk;0.02;0.91;0.01;0.06
BU16960000's-Graveland;0.13;0.53;0.22;0.12
BU16960202Hollandsch Ankeveen;0.01;0.78;0.04;0.16
BU17000301't Sumpel;0.07;0.66;0.26;0.00
BU16960201Ankeveense Rade;0.09;0.64;0.20;0.07
BU16960400Nieuw-Loosdrechtsedijk;0.13;0.54;0.30;0.04
BU16960401Muijeveld;0.02;0.97;0.00;0.00
BU16960101Rade Oranjebuurt Munniksveen en omgeving;0.14;0.51;0.34;0.01
BU16990060Foxwolde;0.00;0.98;0.00;0.02
BU16960100Oud-Kortenhoef;0.11;0.74;0.06;0.09
BU16990020Industrieterrein Roden;0.14;0.66;0.18;0.03
BU17210107Heelwijk;0.18;0.52;0.28;0.02
BU16960402Boomhoek;0.01;0.79;0.08;0.12
BU16960601Horn- en Kuijerpolder;0.10;0.64;0.23;0.03
BU16990310Een;0.03;0.81;0.10;0.06
BU16990070Roderwolde;0.03;0.86;0.11;0.00
BU16990080Sandebuur;0.00;1.00;0.00;0.00
BU16990000Roden;0.10;0.53;0.35;0.02
BU17000302Broekmaten;0.13;0.61;0.26;0.00
BU16960102Moleneind;0.05;0.72;0.01;0.23
BU16960103Kromme Rade;0.28;0.52;0.02;0.18
BU16990090Lieveren;0.01;0.98;0.00;0.00
BU17000401Geerdijk-West;NULL;NULL;NULL;NULL
BU16960602Blijkpolder;0.20;0.43;0.29;0.08
BU16990030Nieuw-Roden;0.06;0.59;0.26;0.08
BU16990320Langelo;0.02;0.89;0.08;0.00
BU16990330Peest;0.03;0.91;0.01;0.05
BU16990100Roderesch;0.03;0.89;0.08;0.00
BU16990110Steenbergen;0.00;0.99;0.01;0.00
BU17000406Industrieterrein;0.31;0.63;0.04;0.02
BU16960200Ankeveen;0.02;0.72;0.06;0.20
BU16960603Horstermeer;0.03;0.80;0.02;0.14
BU16960604Splegelpolder;0.07;0.66;0.18;0.09
BU16990120Buitengebied Roden Noord;0.00;0.86;0.00;0.13
BU16990040Nietap;0.06;0.66;0.21;0.07
BU16990050Leutingewolde;0.00;1.00;0.00;0.00
BU16990300Norg;0.07;0.70;0.21;0.03
BU16990340Zuidvelde;0.00;0.79;0.00;0.21
BU16990350Westervelde;0.03;0.95;0.02;0.01
BU16990360Veenhuizen;0.14;0.65;0.16;0.05
BU16990140Buitengebied Roden West;0.00;0.80;0.09;0.11
BU17010003Wittelte;0.01;0.91;0.02;0.07
BU16990370Huis ter Heide;0.00;0.84;0.06;0.10
BU16990600Peize;0.08;0.68;0.21;0.02
BU17000409Vroomshoop-Oost;0.01;0.84;0.03;0.12
BU16990380Een-West;0.01;0.89;0.00;0.10
BU18950300Beerta-Centrum;0.10;0.62;0.25;0.03
BU16990410Langelo;0.01;0.87;0.04;0.08
BU16990390Norg;0.01;0.83;0.03;0.13
BU16990430Zuidvelde;0.00;0.88;0.02;0.10
BU17000003Westeinde;0.04;0.72;0.15;0.10
BU16990400Een;0.01;0.93;0.02;0.04
BU17000201Westerhaar-West;0.09;0.67;0.21;0.04
BU17000006Westerweilanden-Elzenhoek;0.12;0.58;0.25;0.04
BU16990420Peest;0.00;0.94;0.00;0.05
BU16990610Altena;0.04;0.78;0.17;0.00
BU19480432Vijverwijk;0.04;0.58;0.37;0.01
BU16990440Westervelde;0.01;0.89;0.05;0.06
BU17000002Oosteinde en Slot;0.03;0.79;0.15;0.03
BU16990450Veenhuizen;0.03;0.87;0.05;0.05
BU16990620Peizermade;0.00;0.72;0.04;0.24
BU17000004West ten oosten Kanaal;0.12;0.72;0.15;0.01
BU17000005West ten westen Kanaal;0.03;0.72;0.13;0.12
BU17000107De Pollen;0.05;0.83;0.04;0.08
BU17000108Weitemanslanden;0.00;0.95;0.00;0.05
BU17000202Westerhaar-Oost;0.06;0.79;0.07;0.08
BU17010000Diever;0.11;0.70;0.17;0.03
BU17000109ten zuiden van Vriezenveen;0.00;0.92;0.01;0.07
BU17000200Vriezenveensewijk;0.15;0.60;0.26;0.00
BU17010601Leggeloo;0.01;0.97;0.02;0.00
BU17000208Westerhaar-Vriezenveensewijk-Oost;0.00;0.91;0.02;0.07
BU17000308Buurtschap Magele;0.02;0.84;0.07;0.07
BU17000309Buurtschap Linde;0.01;0.91;0.01;0.07
BU17000400Vroomshoop-Oost;0.12;0.63;0.20;0.06
BU17000403Vroomshoop-West;0.14;0.58;0.25;0.03
BU17000404Beter Wonen;0.12;0.60;0.25;0.02
BU17000405Nieuwoord;0.04;0.76;0.14;0.06
BU17010209Zorgvlied;0.02;0.82;0.05;0.11
BU17010100Wapse;0.02;0.83;0.06;0.09
BU17010801Darp;0.02;0.82;0.06;0.09
BU17010009Diever;0.00;0.86;0.03;0.10
BU17010301Westeinde;0.00;0.99;0.00;0.00
BU17010109Wapse;0.00;0.85;0.02;0.13
BU17010200Zorgvlied;0.06;0.76;0.17;0.02
BU17010300Dwingelo;0.10;0.64;0.25;0.01
BU18950500Nieuweschans De Bron;0.10;0.67;0.14;0.09
BU17010309Dwingeloo;0.03;0.85;0.02;0.10
BU17010400Lhee;0.01;0.94;0.01;0.03
BU17010509Eemster;0.00;0.99;0.00;0.00
BU17010600Geeuwenbrug;0.03;0.89;0.01;0.07
BU17010609Geeuwenbrug;0.01;0.90;0.06;0.04
BU18950101Finsterwolde Hardenberg;0.05;0.73;0.11;0.11
BU17010709Dieverbrug;0.00;0.98;0.02;0.00
BU17010800Havelte;0.08;0.75;0.11;0.06
BU17010802Havelterberg;0.01;0.92;0.01;0.05
BU17010900Uffelte;0.08;0.79;0.05;0.09
